"user_id","surver_result_id","created_at"
"be4a4637-6c27-4ae0-a4b0-d160be386a13","e367d84b-b02c-4ae6-85b1-aee56ae404fb","2023-05-01 20:27:32.468"
"610a79cc-dcf9-4545-915a-2428efcdbf53","96eaf3b2-f910-4acc-9451-b3d89774e47e","2023-05-02 09:35:38.289"
"ba3e33a2-ee29-4478-8f60-c8402a424f78","9a0aed8e-b8c5-405b-ae18-75a3bbc41a3d","2023-05-02 11:44:03.162"
"e7e81488-7046-4e6b-8385-47455c3ce843","9c64dba0-8422-4f03-a2ef-c965b9df1ec1","2023-05-02 12:54:14.763"
"33e6a7a6-41a1-4ddf-b56c-96b1cbefdb1f","c9a0204b-a842-4611-b7e3-309f235a50a9","2023-05-02 12:54:35.587"
"27dfc92d-7d9d-4242-bd8c-30509188db5a","6103f82a-3da6-486a-a175-65bba2bb33a0","2023-05-02 12:54:54.8"
"50f8f8c4-b174-41c2-a874-b13b7d300376","df4c86cb-eb89-46dd-9718-3d964182b08d","2023-05-02 12:54:54.977"
"dff66773-fed0-4645-964d-e8ce0ad15109","521f9ac7-32a5-4ef0-8378-f73b5c800152","2023-05-02 12:55:17.37"
"7eebb153-b12f-4825-94fe-ebb353f72132","a2d2a665-f316-4e3b-95fa-ec9fd8b4beb3","2023-05-02 12:55:40.614"
"1008fa8b-c13e-46b2-a498-734fa1656541","f9673d14-4974-4aeb-81be-eda005404649","2023-05-02 12:55:53.879"
"dcca4674-e658-4dd4-a45a-4785d23ff324","49fc3bc2-ce5d-4966-a5f2-9181944a7f6a","2023-05-02 12:55:54.179"
"f66764b4-8d90-4fb8-b0cd-8f525808e1d6","f7df3092-16d7-49ee-a4bf-ebef3ba7a15b","2023-05-02 12:56:00.782"
"6c596a80-a6a8-4310-88a6-a5538ffa7683","492f9607-903e-422a-9ca2-d6620f352554","2023-05-02 12:57:03.549"
"d87bdee0-d0a7-4d23-8901-72bd37824855","b208ff8a-4b6f-4bac-b8d6-5263eb9b91c5","2023-05-02 12:57:28.717"
"b50dfe22-18af-430a-bb91-4661c0b43522","dbd5d555-a849-43f5-8fb1-ab742fe85a4a","2023-05-02 12:57:28.771"
"ac7cca6c-04fb-48f3-929d-7340b8db15cf","bf448198-1d61-435a-a408-6d36a28c4318","2023-05-02 12:58:08.367"
"dc9701e6-4607-4302-9082-c7205aa00c67","a3608ecf-6bd9-473f-8515-d65e8cc268d4","2023-05-02 12:59:54.973"
"bccce9e0-01fe-42ad-a299-448d67cd9c30","c9de3152-6b7e-4465-b6e2-d1772b57bd91","2023-05-02 13:01:53.504"
"782ebfe0-7007-4c42-9474-678b3652ecc2","4915c9bc-c5b7-4003-95d2-a885b7b41fad","2023-05-02 13:02:13.58"
"5f3d6323-1c2b-47e1-a65e-86a4424a06cf","d84d3a21-4b1e-4e60-9dfc-59a61ce3ff60","2023-05-02 16:56:41.1"
"1f8f03fb-1662-4aa4-b2d0-97c0b85140cc","37f32498-6668-4fee-946e-b1227f1697ba","2023-05-03 07:53:32.697"
"52e4e683-8ff8-4218-b86f-f74c02486f7c","527acdcb-9b54-45d5-ade3-ff38576a411c","2023-05-03 21:46:39.095"
"ca6c4ecb-15dd-4462-8bda-e17d6652f5ef","8e5914b1-804d-48e4-b98b-2207d3541a6d","2023-05-04 14:55:09.921"
"2c29edbe-f563-4e9a-9a15-0918dd5c7978","94d81e2b-fff6-4a75-a06f-14fb3b2937af","2023-05-05 07:19:25.912"
"c380dee7-b4a7-4fab-9415-595c1bc76df9","717d12aa-89a9-4d26-9533-2229672f4d7a","2023-05-05 09:53:00.314"
"677aa03d-8a54-4903-9770-8afd4d9d7cc7","b9a24385-8ee7-4de4-b5ae-a19255c4a25d","2023-05-05 11:29:34.297"
"677aa03d-8a54-4903-9770-8afd4d9d7cc7","e52e8ed8-9f8b-42be-b81c-3e37a07648ff","2023-05-05 11:43:00.497"
"6339f8bb-2362-4555-ac03-4bf0f4b8bdae","31b795f2-5026-49b3-bd68-0a2037ce98c4","2023-05-05 15:48:15.794"
"1882e49a-2057-4f73-ab81-85ddbabf606c","51341264-ae7e-4294-bf3c-ca5ed9e3a7d5","2023-05-05 18:29:11.818"
"2c697330-ebc1-4b69-a7db-0ce9f4b7729e","cd754274-b9a0-48fb-a5d9-f157743acbea","2023-05-05 20:01:08.975"
"6ded7567-308b-4894-aead-b00e02571bc4","f0ee8795-9086-4bd9-9679-1e3617beccf8","2023-05-05 20:39:44.996"
"02c303f2-5d9c-4d8a-ac32-e9acd622dcf9","725350e8-d6de-42b4-87eb-8000dff12238","2023-05-06 07:58:05.081"
"8a5b8fb7-0148-4927-af1d-01a2f910692c","26410e15-54a8-4702-aeaf-555e4aea3ebf","2023-05-06 10:35:41.196"
"96cbf73a-23e3-4ee7-8acc-d1756d5ed746","b775b831-d015-4561-ac93-dd8d720a5649","2023-05-08 16:18:23.776"
"d980d021-c352-4f68-8f1e-741fc1a516ce","584d35aa-460c-4659-a763-fab95e1c3999","2023-05-08 23:09:49.565"
"05a2bdd8-d148-4327-8a71-97c4795e2c35","360f2cd4-8dcd-4f4e-a246-68d61f18b01a","2023-05-09 07:45:42.304"
"330bd323-ec70-4b89-8f5f-4f1a86d4e297","51d0da01-50cf-4455-8041-8acc89240e78","2023-05-09 08:33:48.126"
"d1f156c0-dd8e-40ad-b3f7-7d5e86053f59","ee4515f7-ccf4-43e3-a40f-da6d676cd9b2","2023-05-09 10:22:52.069"
"3a2b63c2-7bfe-413f-9d3f-0f57eab0531e","fbbfc9cf-bdd1-4b6c-939d-547e52a36c22","2023-05-09 12:25:52.973"
"09da5a66-15fa-453a-9fa3-62d782c8dec3","84f7d859-ab21-41c0-9f19-8ecc876c6fb7","2023-05-09 12:32:47.11"
"17f0a7d8-eed8-48aa-a128-731e35bb42f1","66c85082-3cca-49f4-9a94-6d3b3f042c2b","2023-05-09 13:26:11.111"
"5a80888c-e93b-4e6c-ab02-3a3d56744fe0","9fbfe831-571f-48bd-b193-b5d979819572","2023-05-09 16:28:17.508"
"933c79bd-93c9-4fd0-9da1-27a3cb3d68b5","ee1ffb5e-0fa0-4f75-96c1-5c6cd8a24bee","2023-05-10 08:02:28.903"
"44591b48-da1b-47de-b780-92974c8751df","07e25c0c-f787-4b83-84ab-e6768ff0e829","2023-05-10 16:51:52.343"
"0e040d68-f0a7-452a-9557-72f20dac7f0d","636e4130-1eaa-41ba-83f6-551691e977f9","2023-05-10 16:59:36.161"
"7bef635e-2d56-414c-af47-3386ad90a214","4e430fca-f1e9-4016-ac11-8674279fcbeb","2023-05-10 19:50:24.921"
"6094bfdb-6b60-473f-b985-9cd0248bc3a9","3256a2b4-c9a0-4620-8539-0e63910552b0","2023-05-11 08:11:18.605"
"0f1bfa19-0a2d-42a7-92f3-a20c3f1d6a38","2080bd64-740b-4111-9971-6746f7a08446","2023-05-11 09:02:31.767"
"acdbfcfa-097e-45b6-a0f2-a53adf4ba121","0d124af2-0088-4281-9622-43133af1f437","2023-05-11 09:04:07.771"
"f202e316-530c-45ff-85f9-48b58b7cb87e","b8bbac50-e9c5-44a9-ac5e-b6908a45f227","2023-05-11 09:04:38.301"
"b4618f05-1391-4186-bfb2-0e9a3d5ad17e","f44e45ac-cec2-46b6-88bb-09e1db29f57c","2023-05-11 09:04:56.711"
"aaa5e219-adad-403f-baae-9c3f2b464ff5","0bd88618-a7f0-44c5-be2f-4315ec451f09","2023-05-11 09:04:57.143"
